daf,amud,entry_letter,local_letters,raw_text,text,url
41,a,טו,ח,"מיי' שם ופ""א מהל' ירדו ומאי פריך הא התם משכב ומושב הלכה ט:","רמב""ם פרק י מהלכות איסורי הבליעה וקתני לעיל עולת העוף שעשאה כמעשה החטאת ותנן התם ביאה
רמב""ם פרק א מהלכות ירדו ומאי פריך הא התם משכב ומושב הלכה ט","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%94%D7%91%D7%9C%D7%99%D7%A2%D7%94_%D7%95%D7%A7%D7%AA%D7%A0%D7%99_%D7%9C%D7%A2%D7%99%D7%9C_%D7%A2%D7%95%D7%9C%D7%AA_%D7%94%D7%A2%D7%95%D7%A3_%D7%A9%D7%A2%D7%A9%D7%90%D7%94_%D7%9B%D7%9E%D7%A2%D7%A9%D7%94_%D7%94%D7%97%D7%98%D7%90%D7%AA_%D7%95%D7%AA%D7%A0%D7%9F_%D7%94%D7%AA%D7%9D_%D7%91%D7%99%D7%90%D7%94_%D7%99
https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%99%D7%A8%D7%93%D7%95_%D7%95%D7%9E%D7%90%D7%99_%D7%A4%D7%A8%D7%99%D7%9A_%D7%94%D7%90_%D7%94%D7%AA%D7%9D_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%90_%D7%98"
41,b,טז,ד ג ב א,"איסורי ביאה הל מהל' משכב ומושב הל""ט:","רמב""ם איסורי ביאה הל מהלכות משכב ומושב הלכה ט",
41,b,יז,ו ה ז,"ומושב הל""י:","רמב""ם ומושב הלכה י",
41,b,יח,ח,מיי' שם,"רמב""ם פרק א מהלכות משכב ומושב",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%90
41,b,יט,כ י ט,"מיי' פ""ה איסורי ביאה טוש""ע יו""ד סי' קפג :","רמב""ם פרק ה מהלכות משכב ומושב איסורי ביאה
טור שולחן ערוך יורה דעה סימן קפג","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%91%D7%99%D7%90%D7%94_%D7%94
https://he.wikisource.org/wiki/%D7%A9%D7%95%D7%9C%D7%97%D7%9F_%D7%A2%D7%A8%D7%95%D7%9A_%D7%99%D7%95%D7%A8%D7%94_%D7%93%D7%A2%D7%94_%D7%A7%D7%A4%D7%92"
41,b,כ,ל,"מיי' פ""ה מהל' הטומאה הלי""א:","רמב""ם פרק ה מהלכות הטומאה הלכה יא",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%94%D7%98%D7%95%D7%9E%D7%90%D7%94_%D7%94_%D7%99%D7%90
41,b,כא,מ,"הטומאה הל""ט מהל' טומאת מת הלכה ג:","רמב""ם הטומאה הלכה ט מהלכות טומאת מת הלכה ג",
41,b,כב,,"מיי' פ""ה הטומאה הל""ט:","רמב""ם פרק ה מהלכות טומאת מת הטומאה הלכה ט",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%98%D7%95%D7%9E%D7%90%D7%AA_%D7%9E%D7%AA_%D7%94%D7%98%D7%95%D7%9E%D7%90%D7%94_%D7%94_%D7%98
41,b,כג,ס,"הל""ז:","רמב""ם הלכה ז",
42,a,כד,א,"ולהכי מיי' פ""ז מהל' תרומות הל""ז:","רמב""ם ולהכי רמב""ם פרק ז מהלכות תרומות הלכה ז",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%AA%D7%A8%D7%95%D7%9E%D7%95%D7%AA_%D7%96_%D7%96
42,a,כה,ב,"מיי' פ""ה מהל' אבות הטומאה הל""ט והלכה יא:","רמב""ם פרק ה מהלכות אבות הטומאה הלכה ט והלכה יא",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%91%D7%95%D7%AA_%D7%94%D7%98%D7%95%D7%9E%D7%90%D7%94_%D7%94_%D7%98
42,a,כו,ג,"מיי' פ""ה מהל' איסורי מאשה ביאה הל""ב:","רמב""ם פרק ה מהלכות איסורי מאשה ביאה הלכה ב",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%9E%D7%90%D7%A9%D7%94_%D7%91%D7%99%D7%90%D7%94_%D7%94_%D7%91
42,a,כז,ד,"דמשום פולטת הזהיר רחמנא ג' ימים מיי' פ""ה מהל' משכב ומושב הל""ג סמג לאוין","רמב""ם דמשום פולטת הזהיר רחמנא ג' ימים רמב""ם פרק ה מהלכות משכב ומושב הלכה ג
סמג לאוין",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%94_%D7%92
42,b,כט,א ב,"פ""י מהל' איסורי א[ :","רמב""ם פרק י מהלכות איסורי א",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%90_%D7%99
42,b,ל,ג,"מיי' פ""א מהל' הלט""ו סמג עשין טוש""ע יו""ד סי' רסב ד:","רמב""ם פרק א מהלכות הלכה טו
סמג עשין
טור שולחן ערוך יורה דעה סימן רסב ד","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%94%D7%9C%D7%9B%D7%94_%D7%98%D7%95_%D7%90_%D7%98%D7%95
https://he.wikisource.org/wiki/%D7%A9%D7%95%D7%9C%D7%97%D7%9F_%D7%A2%D7%A8%D7%95%D7%9A_%D7%99%D7%95%D7%A8%D7%94_%D7%93%D7%A2%D7%94_%D7%A8%D7%A1%D7%91"
42,b,לא,ה ד,"מיי' פ""א טומאת מת והל""ח:","רמב""ם פרק א מהלכות הלכה טו טומאת מת והל""ח",
42,b,לב,ח ז ו,"מיי' פ""ג אבות הטומאה הלכה א:","רמב""ם פרק ג מהלכות הלכה טו אבות הטומאה הלכה א",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%94%D7%9C%D7%9B%D7%94_%D7%98%D7%95_%D7%90%D7%91%D7%95%D7%AA_%D7%94%D7%98%D7%95%D7%9E%D7%90%D7%94_%D7%92_%D7%98%D7%95
42,b,לג,ט,"מת הל""ג והלכה ח:","רמב""ם מת הלכה ג והלכה ח",
42,b,לד,י,"מיי' פי""ד מהל' הל""ה:","רמב""ם פרק יד מהלכות הלכה ה",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%94%D7%9C%D7%9B%D7%94_%D7%94_%D7%99%D7%93_%D7%94
43,a,לה,א,"לכל מיי' פ""ח מהל' מטמאי משכב ומושב טהור הלכה ה:","רמב""ם לכל רמב""ם פרק ח מהלכות מטמאי משכב ומושב טהור הלכה ה",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%98%D7%9E%D7%90%D7%99_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%98%D7%94%D7%95%D7%A8_%D7%97_%D7%94
43,a,לו,ב,"מיי' פ""ה מהל' שאר אבות הטומאה הל""ד בגילוי סמג עשין רמו:","רמב""ם פרק ה מהלכות שאר אבות הטומאה הלכה ד בגילוי
סמג עשין רמו","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%A9%D7%90%D7%A8_%D7%90%D7%91%D7%95%D7%AA_%D7%94%D7%98%D7%95%D7%9E%D7%90%D7%94_%D7%94_%D7%93
https://he.wikisource.org/wiki/%D7%A1%D7%9E%22%D7%92_%D7%A2%D7%A9%D7%94_%D7%A8%D7%9E%D7%95"
43,a,לז,ד ג,"מיי' שם הל""ה:","רמב""ם פרק ה מהלכות שאר אבות הטומאה הלכה ה",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%A9%D7%90%D7%A8_%D7%90%D7%91%D7%95%D7%AA_%D7%94%D7%98%D7%95%D7%9E%D7%90%D7%94_%D7%94_%D7%94
43,a,לח,ה,"דקנה בקומטו של טהור והסיט בו את מיי' שם הל""ד:","רמב""ם דקנה בקומטו של טהור והסיט בו את רמב""ם שם הלכה ד",
43,a,לט,ו,"מיי' שם הל""ז:","רמב""ם פרק ה מהלכות שאר אבות הטומאה הלכה ז",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%A9%D7%90%D7%A8_%D7%90%D7%91%D7%95%D7%AA_%D7%94%D7%98%D7%95%D7%9E%D7%90%D7%94_%D7%94_%D7%96
43,a,מ,ז,"מיי' שם הלי""ח:","רמב""ם פרק ה מהלכות שאר אבות הטומאה הלכה יח",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%A9%D7%90%D7%A8_%D7%90%D7%91%D7%95%D7%AA_%D7%94%D7%98%D7%95%D7%9E%D7%90%D7%94_%D7%94_%D7%99%D7%97
43,a,מא,ח,"דזב מיי' פ""ב מהל' מטמאי משכב ומושב טהור הלכה ט:","רמב""ם דזב רמב""ם פרק ב מהלכות מטמאי משכב ומושב טהור הלכה ט",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%98%D7%9E%D7%90%D7%99_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%98%D7%94%D7%95%D7%A8_%D7%91_%D7%98
43,b,מב,א,"מיי' פ""ב מטמאי משכב הלכה ט:","רמב""ם פרק ב מהלכות מטמאי משכב ומושב טהור מטמאי משכב הלכה ט",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%98%D7%9E%D7%90%D7%99_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%98%D7%94%D7%95%D7%A8_%D7%9E%D7%98%D7%9E%D7%90%D7%99_%D7%9E%D7%A9%D7%9B%D7%91_%D7%91_%D7%98
43,b,מג,ב,"כפרה הל""ט ועיין הטומא' הלכה א:","רמב""ם כפרה הלכה ט ועיין הטומא' הלכה א",
43,b,מד,ג,משכב ומושב הלכה א:,"רמב""ם משכב ומושב הלכה א",
43,b,מה,ה ד,"מיי' פ""ב מחוסרי כפרה הל""ו:","רמב""ם פרק ב מהלכות מטמאי משכב ומושב טהור מחוסרי כפרה הלכה ו",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%98%D7%9E%D7%90%D7%99_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%98%D7%94%D7%95%D7%A8_%D7%9E%D7%97%D7%95%D7%A1%D7%A8%D7%99_%D7%9B%D7%A4%D7%A8%D7%94_%D7%91_%D7%95
43,b,מו,ו,"מיי' פ""א מהל' ומושב הלכה יב:","רמב""ם פרק א מהלכות ומושב הלכה יב",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%90_%D7%99%D7%91
43,b,מז,ז,"מיי' פ""ה מהל' הטומאה הל""א:","רמב""ם פרק ה מהלכות הטומאה הלכה א",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%94%D7%98%D7%95%D7%9E%D7%90%D7%94_%D7%94_%D7%90
43,b,מח,ט ח,"מיי' פ""ב טומאת המת ופ""ב מהל' אבות הל""ג ופ""ד שם הל""ג:","רמב""ם פרק ב מהלכות הטומאה טומאת המת
רמב""ם פרק ב מהלכות אבות הלכה ג
רמב""ם פרק ד מהלכות אבות הלכה ג","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%94%D7%98%D7%95%D7%9E%D7%90%D7%94_%D7%98%D7%95%D7%9E%D7%90%D7%AA_%D7%94%D7%9E%D7%AA_%D7%91
https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%91%D7%95%D7%AA_%D7%91_%D7%92
https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%91%D7%95%D7%AA_%D7%93_%D7%92"
43,b,מט,י,אבות הטומאה הלכה יז:,"רמב""ם אבות הטומאה הלכה יז",
43,b,נ,כ,"מיי' פ""א מהל' הלכה ג:","רמב""ם פרק א מהלכות הלכה ג",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%94%D7%9C%D7%9B%D7%94_%D7%92_%D7%90_%D7%92
43,b,נא,ל,"מיי' פ""ה מהל' אבות הטומ אה הלכה ב:","רמב""ם פרק ה מהלכות אבות הטומ אה הלכה ב",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%91%D7%95%D7%AA_%D7%94%D7%98%D7%95%D7%9E_%D7%90%D7%94_%D7%94_%D7%91
43,b,נב,מ,"ביאה הל""א ופ""א משכב ומושב הל""ג:","רמב""ם ביאה הלכה א
רמב""ם פרק א מהלכות אבות הטומ אה משכב ומושב הלכה ג",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%91%D7%95%D7%AA_%D7%94%D7%98%D7%95%D7%9E_%D7%90%D7%94_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%90_%D7%92
43,b,נג,,"מיי' פ""א מהל' ומושב הלכה ד:","רמב""ם פרק א מהלכות ומושב הלכה ד",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%90_%D7%93
43,b,נד,ס,"צרעת הל""א:","רמב""ם צרעת הלכה א",
43,b,נה,ע,"מת הלי""ד:","רמב""ם מת הלכה יד",
43,b,נו,פ,"מיי' פ""א מהל' וחליצה הל""ו סמג כב טוש""ע אה""ע סי' סעי' א:","רמב""ם פרק א מהלכות וחליצה הלכה ו
סמג כב
טור שולחן ערוך אבן העזר סימן סעיף א","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%95%D7%97%D7%9C%D7%99%D7%A6%D7%94_%D7%90_%D7%95
https://he.wikisource.org/wiki/%D7%A9%D7%95%D7%9C%D7%97%D7%9F_%D7%A2%D7%A8%D7%95%D7%9A_%D7%90%D7%91%D7%9F_%D7%94%D7%A2%D7%96%D7%A8_%D7%A1%D7%A2%D7%99%D7%A3"
43,b,נז,צ,"טוש""ע שם סי' ד:",טור שולחן ערוך שם סימן ד,
43,b,נח,ק,"הלכה יב ]וברב יבמות פ""ז דף כה ע""ב[:","רמב""ם הלכה יב וברב יבמות פרק ז דף כה ע""ב",
43,b,נט,,מיי' שם,"רמב""ם פרק א מהלכות וחליצה",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%95%D7%97%D7%9C%D7%99%D7%A6%D7%94_%D7%90
44,a,ס,א,"אין מיי' פ""א מהל' נחלות הלי""ג וע""ש סמג עשין צו )יבמות טוש""ע חו""מ סי' רעו סעיף חליצת מעוברת מאין לו עיין עליו וי""ל דהתם לא קאמר אלא עיין ה:","רמב""ם אין רמב""ם פרק א מהלכות נחלות הלכה יג ועיין שם
סמג עשין צו )יבמות
טור שולחן ערוך חושן משפט סימן רעו סעיף חליצת מעוברת מאין לו עיין עליו וי""ל דהתם לא קאמר אלא עיין ה","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%A0%D7%97%D7%9C%D7%95%D7%AA_%D7%90_%D7%99%D7%92
https://he.wikisource.org/wiki/%D7%A1%D7%9E%22%D7%92_%D7%A2%D7%A9%D7%94_%D7%A6%D7%95
https://he.wikisource.org/wiki/%D7%A9%D7%95%D7%9C%D7%97%D7%9F_%D7%A2%D7%A8%D7%95%D7%9A_%D7%97%D7%95%D7%A9%D7%9F_%D7%9E%D7%A9%D7%A4%D7%98_%D7%A8%D7%A2%D7%95_%D7%97%D7%9C%D7%99%D7%A6%D7%AA"
44,a,סא,ב,"מיי' פ""ב מהל' רוצח משום הלכה ו:","רמב""ם פרק ב מהלכות רוצח משום הלכה ו",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%A8%D7%95%D7%A6%D7%97_%D7%9E%D7%A9%D7%95%D7%9D_%D7%91_%D7%95
44,a,סב,ג,"מיי' פ""ח מהל' תרומות ]הל' ל""א[","רמב""ם פרק ח מהלכות תרומות הלכה ל""א",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%AA%D7%A8%D7%95%D7%9E%D7%95%D7%AA_%D7%97_%D7%9C%22%D7%90
44,b,סז,ב א,"מיי' פ""ב הל""ה סמג עשין צו חו""מ סי' רעז סעיף ה:","רמב""ם פרק ב מהלכות תרומות הלכה ה
סמג עשין צו חושן משפט סימן רעז סעיף ה","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%AA%D7%A8%D7%95%D7%9E%D7%95%D7%AA_%D7%91_%D7%94
https://he.wikisource.org/wiki/%D7%A1%D7%9E%22%D7%92_%D7%A2%D7%A9%D7%94_%D7%A6%D7%95"
44,b,סח,ג,סעי' ג:,"רמב""ם סעיף ג",
44,b,סט,ו ה ד,"הל""ו והל""ז סמג מד""ם טוש""ע יו""ד סי' סעי' ח:","רמב""ם הלכה ו והל""ז
סמג מד""ם
טור שולחן ערוך יורה דעה סימן סעיף ח",https://he.wikisource.org/wiki/%D7%A9%D7%95%D7%9C%D7%97%D7%9F_%D7%A2%D7%A8%D7%95%D7%9A_%D7%99%D7%95%D7%A8%D7%94_%D7%93%D7%A2%D7%94_%D7%A1%D7%A2%D7%99%D7%A3
44,b,ע,ז,"מיי' פ""ג מהל' הלי""א טוש""ע אה""ע סעי' א:","רמב""ם פרק ג מהלכות הלכה יא
טור שולחן ערוך אבן העזר סעיף א",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%94%D7%9C%D7%9B%D7%94_%D7%99%D7%90_%D7%92_%D7%99%D7%90
44,b,עא,ח,"]מיי' פ""א מהל' הלי""ז[ טוש""ע אה""ע קסז סעי' ד:","רמב""ם פרק א מהלכות הלכה יז
טור שולחן ערוך אבן העזר קסז סעיף ד",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%94%D7%9C%D7%9B%D7%94_%D7%99%D7%96_%D7%90_%D7%99%D7%96
44,b,עב,ט,"מיי' פ""ג מהל' ביאה הל""ב:","רמב""ם פרק ג מהלכות ביאה הלכה ב",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%91%D7%99%D7%90%D7%94_%D7%92_%D7%91
44,b,עג,י,"מיי' פ""ג מהל' משכב ומושב הלכה ג:","רמב""ם פרק ג מהלכות משכב ומושב הלכה ג",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%92_%D7%92
44,b,עד,כ,"מיי' פ""ו מהל' הל""ג:","רמב""ם פרק ו מהלכות הלכה ג",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%94%D7%9C%D7%9B%D7%94_%D7%92_%D7%95_%D7%92
44,b,עה,ל,"מיי' פי""ח ביאה הל""ג ]והל""ו[ ו סעי' ט וסי' ז סעי' יב :","רמב""ם פרק יח מהלכות הלכה ג ביאה הלכה ג והל""ו ו סעיף ט וסימן ז סעיף יב",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%94%D7%9C%D7%9B%D7%94_%D7%92_%D7%91%D7%99%D7%90%D7%94_%D7%99%D7%97_%D7%92
44,b,עו,מ,"מיי' פ""א מהל' ביאה הלי""ג:","רמב""ם פרק א מהלכות ביאה הלכה יג",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%91%D7%99%D7%90%D7%94_%D7%90_%D7%99%D7%92
45,a,עז,א,"ישראל מיי' פ""ה מהל' איסורי ביאה הל' כה ]שו""ע דחיק אה""ע סי' כ סעיף א כגון בהג""ה[ :","רמב""ם ישראל רמב""ם פרק ה מהלכות איסורי ביאה הלכה כה
טור שולחן ערוך דחיק אבן העזר סימן כ סעיף א כגון בהגהה","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%91%D7%99%D7%90%D7%94_%D7%94_%D7%9B%D7%94
https://he.wikisource.org/wiki/%D7%A9%D7%95%D7%9C%D7%97%D7%9F_%D7%A2%D7%A8%D7%95%D7%9A_%D7%90%D7%91%D7%9F_%D7%94%D7%A2%D7%96%D7%A8_%D7%9B_%D7%90"
45,a,עח,ב,"מיי' שם פי""ח הל' ו שבעל תוך שלשה ומצא דם דאי לא מיתצדו האי דם נדות הוא כדאמר סמג לאוין קפא טוש""ע לאשכוחי אה""ע סי' ו סעי' ט:","רמב""ם פרק יח מהלכות איסורי ביאה הלכה ו שבעל תוך שלשה ומצא דם דאי לא מיתצדו האי דם נדות הוא כדאמר
סמג לאוין קפא
טור שולחן ערוך לאשכוחי אבן העזר סימן ו סעיף ט","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%91%D7%99%D7%90%D7%94_%D7%99%D7%97_%D7%95
https://he.wikisource.org/wiki/%D7%A1%D7%9E%22%D7%92_%D7%9C%D7%90%D7%95_%D7%A7%D7%A4%D7%90
https://he.wikisource.org/wiki/%D7%A9%D7%95%D7%9C%D7%97%D7%9F_%D7%A2%D7%A8%D7%95%D7%9A_%D7%90%D7%91%D7%9F_%D7%94%D7%A2%D7%96%D7%A8_%D7%95_%D7%98"
45,a,עט,ג,"אסורה מיי' פ""א מהל' יבום הלט""ז ופ""ה שם הלי""ח נדות סמג עשין נב טוש""ע אה""ע או דם בתולין לא נפקא מינה האידנא סימן קסז סעיף ב ]וברב אלפס יבמות פ""י דף לו. הכי הא קאמר עד שיגדיל ויבעול ויתן ופורש:","רמב""ם אסורה רמב""ם פרק א מהלכות יבום הלכה טז
רמב""ם פרק ה מהלכות יבום הלכה יח נדות
סמג עשין נב
טור שולחן ערוך אבן העזר או דם בתולין לא נפקא מינה האידנא סימן קסז סעיף ב וברב אלפס יבמות פרק י דף לו. הכי הא קאמר עד שיגדיל ויבעול ויתן ופורש","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%99%D7%91%D7%95%D7%9D_%D7%90_%D7%98%D7%96
https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%99%D7%91%D7%95%D7%9D_%D7%94_%D7%99%D7%97
https://he.wikisource.org/wiki/%D7%A1%D7%9E%22%D7%92_%D7%A2%D7%A9%D7%94_%D7%A0%D7%91
https://he.wikisource.org/wiki/%D7%A9%D7%95%D7%9C%D7%97%D7%9F_%D7%A2%D7%A8%D7%95%D7%9A_%D7%90%D7%91%D7%9F_%D7%94%D7%A2%D7%96%D7%A8_%D7%A7%D7%A1%D7%96_%D7%91"
45,a,פ,ד,"מיי' פ""ג מהל' מטמאי הך משכב ומושב הל כה ג:","רמב""ם פרק ג מהלכות מטמאי הך משכב ומושב הל כה ג",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%98%D7%9E%D7%90%D7%99_%D7%94%D7%9A_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%94%D7%9C_%D7%9B%D7%94_%D7%92_%D7%92
45,a,פא,ה,"מיי' פ""ח מהל' תרומות ]הל' ל""א[ נקט ו הלי""א:","רמב""ם פרק ח מהלכות תרומות הלכה ל""א נקט ו הלכה יא",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%AA%D7%A8%D7%95%D7%9E%D7%95%D7%AA_%D7%97_%D7%9C%22%D7%90
